116,Monfero,43.33333,-8.01667
117,Monforte de Lemos,42.52165,-7.51422
118,Montederramo,42.27554,-7.50138
119,Monterroso,42.7925,-7.83425
120,Moraña,42.55,-8.58333
121,Mos,43.15667,-7.55047
122,Mugardos,43.4604,-8.25507
123,Mugia,43.10414,-9.21791
124,Muiños,41.95609,-7.97396
125,Muras,43.46685,-7.72383
126,Muros,42.77617,-9.06032
127,Narón,43.50175,-8.19082
128,Navia de Suarna,42.96667,-7
129,Negreira,42.90402,-8.74273
130,Nigrán,42.14153,-8.80656
131,Nogueira de Ramuín,42.41712,-7.74982
132,O Barco de Valdeorras,42.41642,-6.99005
133,O Carballiño,42.43163,-8.07899
134,O Grove,42.49444,-8.86502
135,O Incio,42.63333,-7.35
136,O Páramo,42.95,-7.3
137,O Rosal,41.93536,-8.83677
138,Oia,42,-8.86667
139,Oimbra,41.88554,-7.47216
140,Oleiros,43.33333,-8.31667
141,Ordes,43.07654,-8.409
142,Oroso,42.98333,-8.43333
143,Ourense,42.33669,-7.86407
144,Ourol,42.87013,-7.61447
145,Outeiro,43.14458,-7.29212
146,Outeiro de Rei,43.10198,-7.61497
147,Outes,42.86189,-8.90181
148,Padrón,42.73875,-8.66057
149,Padrenda,42.13333,-8.15
150,Palmeira,42.58333,-8.95
151,Pantón,42.51667,-7.6
152,Paradela,42.76667,-7.56667
153,Pastoriza,43.33333,-8.46667
154,Pereiro de Aguiar,42.34524,-7.80008
155,Petín,42.38191,-7.12899
156,Piñor,42.5012,-8.00151
157,Pobra de Trives,42.33932,-7.25338
158,Poio,42.44775,-8.68594
159,Ponteareas,42.17476,-8.50398
160,Pontevedra,42.431,-8.64435
161,Porqueira,42.01667,-7.85
162,Porriño,42.16156,-8.6198
163,Portas,42.58531,-8.65573
164,Porto do Son,42.72482,-9.00527
165,Portomarín,42.8062,-7.61644
166,Portonovo,42.39424,-8.82563
167,Provincia da Coruña,43.16667,-8.41667
168,Provincia de Lugo,43,-7.5
169,Provincia de Ourense,42.16667,-7.5
170,Provincia de Pontevedra,42.5,-8.5
171,Puente Nuevo,43.34948,-7.19458
172,Quintela de Leirado,42.13967,-8.10126
173,Quiroga,42.47678,-7.27463
174,Rairiz de Veiga,42.08364,-7.83503
175,Rábade,43.117,-7.61714
176,Ríotorto,43.35,-7.23333
177,Redondela,42.28337,-8.6096
178,Rianxo,42.64977,-8.81763
179,Riós,41.97457,-7.28234
180,Ribadavia,42.28804,-8.14362
181,Ribadeo,43.53704,-7.04095
182,Ribadumia,42.51667,-8.75
183,Ribeira,42.74611,-8.44392
184,Rodeiro,42.65193,-7.95519
185,Sada,43.35619,-8.25796
186,Salvatierra de Miño,42.08333,-8.5
187,Samos,42.731,-7.32582
188,San Amaro,42.37385,-8.07347
